65:1,3,4,3,1,3,8,5,4,7,6,9,2,7,8,6,4,3,6,6,5,6,8,7,5,2,1,8,4,5
66:1,6,1,4,9,7,3,5,2,3,8,3,8,1,1,5,1,4,2,5,4,9,8,3,1,2,2,9,3,3
67:8,5,1,5,8,2,4,7,2,1,8,6,1,3,3,5,6,5,1,3,9,2,9,3,9,9,8,2,9,9
68:3,9,5,2,6,1,8,9,2,1,1,3,4,8,3,6,4,1,5,1,7,9,1,2,2,2,3,2,6,8
69:1,7,5,9,1,6,5,8,3,6,3,5,9,7,5,7,7,8,9,5,6,6,1,9,9,2,5,2,3,7
70:2,5,4,3,1,4,3,8,8,2,4,1,8,8,5,5,2,4,6,4,7,8,2,8,2,6,4,1,9,5
71:5,7,6,1,3,4,8,1,8,1,8,9,3,9,2,6,4,8,9,3,9,5,4,2,6,6,4,3,7,1
72:5,4,8,1,5,1,4,4,6,2,3,7,5,1,6,7,6,7,1,1,2,9,7,2,5,8,7,8,3,5
73:5,3,1,4,7,3,7,1,6,4,7,1,3,1,7,5,1,6,3,7,4,4,1,6,3,5,7,4,3,3
74:1,9,7,2,7,4,9,7,5,4,5,6,8,5,5,5,8,3,7,8,5,1,5,2,2,9,6,8,9,4
75:5,9,7,1,9,7,4,7,7,5,9,5,5,6,1,2,3,3,8,5,8,4,2,2,8,9,1,1,7,9
76:2,9,3,6,9,9,8,2,8,6,2,9,6,2,7,1,1,9,3,2,2,3,3,4,7,4,6,6,3,8
77:9,8,7,6,4,2,5,1,2,2,1,9,3,6,3,7,3,2,7,4,6,2,1,5,2,8,1,6,4,8
78:2,6,1,9,8,1,6,3,3,8,8,8,3,3,9,6,4,7,5,4,4,3,6,6,4,2,9,8,2,3
79:4,6,1,8,8,3,3,2,4,4,6,1,5,4,6,7,2,3,6,8,2,9,7,6,4,7,8,9,6,2
80:6,9,8,3,8,5,7,9,7,7,4,5,4,5,8,9,1,6,2,1,8,6,4,3,9,4,9,4,3,4
81:8,9,9,7,3,7,9,6,9,6,9,3,5,8,4,1,2,2,2,6,4,7,8,8,8,1,7,1,1,2
82:8,5,5,4,3,3,1,4,6,8,9,6,3,2,8,6,3,6,2,8,9,4,7,3,1,2,6,1,5,3
83:7,2,3,9,7,6,6,5,9,9,5,5,6,3,9,2,8,4,1,8,4,8,6,6,4,5,5,4,7,2
84:1,3,4,9,1,4,9,1,8,1,2,8,3,9,7,6,6,3,1,9,1,7,2,7,5,1,7,3,6,5
85:8,8,3,6,9,9,6,7,8,9,6,9,6,6,7,1,6,2,2,9,1,5,3,3,1,7,5,1,4,5
86:2,9,5,6,4,4,6,9,6,3,5,7,9,7,9,1,3,7,5,7,9,3,5,3,7,8,9,8,8,9
87:4,3,5,7,6,7,9,8,3,9,5,3,4,6,3,9,4,8,5,8,4,5,3,1,1,1,7,6,1,6
88:8,1,2,9,2,4,8,1,9,8,5,8,2,4,8,1,9,3,9,7,9,9,9,7,3,5,3,4,8,2
89:8,4,2,1,4,3,4,1,6,8,1,5,9,5,3,1,6,7,6,6,1,3,8,6,3,6,2,1,1,8
90:5,4,8,1,5,1,4,4,6,4,3,7,5,1,6,7,6,7,1,1,2,9,7,2,5,8,7,8,3,8
91:4,3,8,3,6,8,9,4,5,5,9,4,8,8,4,8,5,6,7,4,9,8,9,7,3,3,3,8,1,5
92:5,7,5,4,1,9,5,2,5,6,2,3,6,3,7,4,9,4,7,7,7,1,3,7,5,4,5,7,4,7
93:5,8,1,8,3,5,5,7,9,8,3,3,7,3,9,3,5,1,7,6,1,3,1,4,7,1,2,7,3,5
94:4,6,4,5,2,5,4,5,8,8,3,1,7,9,4,8,3,9,4,6,6,2,8,4,8,3,7,1,4,2
95:9,7,8,3,2,3,5,3,8,3,1,8,7,9,5,3,1,4,5,2,9,3,7,2,1,5,6,6,8,1
96:1,3,4,9,1,4,9,1,8,1,2,8,3,9,7,6,6,3,1,9,1,7,2,7,5,1,7,3,6,3
97:6,3,6,7,2,9,4,6,9,8,1,7,6,6,3,3,3,4,7,8,2,5,1,9,6,2,1,3,5,2
98:9,3,6,5,5,8,2,9,6,9,7,7,2,3,7,4,1,2,9,2,6,6,8,4,6,9,3,5,6,3
99:5,6,3,9,3,2,4,1,7,9,9,3,4,8,8,4,2,2,3,7,8,1,3,9,5,8,9,2,3,6
100:7,7,1,1,7,2,1,7,2,6,1,2,8,1,5,6,7,9,8,2,4,7,7,8,5,2,9,8,2,1
101:2,5,3,3,6,4,3,9,9,9,1,9,7,7,9,3,3,6,7,6,8,9,3,7,7,5,5,6,3,4
102:3,3,8,9,1,7,1,4,3,6,9,4,4,4,5,5,4,9,6,1,8,4,9,7,7,2,9,3,2,6
103:1,1,3,1,3,5,9,2,5,5,1,5,7,2,7,1,7,7,7,9,9,8,9,8,9,9,1,8,5,5
104:5,7,5,4,1,9,5,2,5,6,2,3,6,3,7,4,9,4,7,7,7,1,3,7,5,4,5,7,4,5
105:5,1,3,9,4,4,1,1,8,8,7,4,8,5,9,5,1,2,8,1,2,3,6,8,7,2,8,4,6,5
106:1,5,2,7,7,3,8,6,3,2,7,5,2,9,8,4,8,5,7,1,5,7,2,1,1,1,6,9,2,8
107:8,8,6,7,1,7,9,2,7,6,8,5,2,4,8,7,8,3,6,1,6,9,3,4,7,9,8,3,2,5
108:1,1,9,2,2,6,7,9,1,4,2,8,7,4,2,2,2,6,5,7,9,2,6,2,4,5,7,3,8,8
109:2,8,7,6,3,2,6,9,5,7,2,6,3,8,9,7,7,8,4,1,2,1,7,7,5,7,7,7,1,7
110:6,4,3,8,1,5,9,1,4,3,5,5,7,2,3,6,8,9,4,2,3,8,4,6,3,7,7,7,2,3
111:5,7,5,8,2,6,2,8,7,9,8,2,9,6,9,8,3,9,3,3,4,5,3,1,3,7,9,7,2,9
112:5,2,2,9,9,4,2,7,1,3,5,2,6,2,3,5,1,9,2,8,3,5,1,6,8,8,4,1,5,9
113:2,9,5,8,3,8,6,7,4,7,3,4,5,6,4,2,4,1,8,5,2,4,5,9,9,4,5,2,8,7
114:3,4,1,7,3,5,9,4,2,3,6,2,1,8,7,9,4,3,4,8,1,6,3,1,7,8,8,2,1,3
115:6,8,4,3,5,1,6,1,9,1,2,7,1,8,5,8,4,8,3,9,6,6,2,4,2,9,4,7,7,3
116:9,8,4,1,8,5,8,5,4,1,2,7,7,1,1,1,4,9,4,7,4,5,8,8,9,3,4,9,6,9
117:5,7,6,6,6,6,6,7,8,5,9,8,4,3,7,3,6,5,7,2,3,3,5,4,1,9,8,7,1,9
118:7,7,6,8,5,9,4,5,6,8,5,2,9,9,5,1,5,8,3,9,7,4,8,3,5,5,4,7,9,1
119:6,2,7,8,5,5,4,3,8,3,5,1,2,1,1,6,8,9,5,4,1,3,2,8,1,7,9,9,8,2
120:4,1,8,8,2,2,4,6,1,9,2,7,3,9,4,9,8,6,6,2,2,5,8,5,1,2,6,4,3,8
121:5,6,2,7,6,7,5,5,8,4,5,3,9,9,1,6,2,6,2,3,3,4,1,3,3,1,7,3,3,1
122:5,3,8,9,3,5,3,4,7,2,1,5,6,2,8,6,3,7,4,6,1,1,7,1,8,6,8,2,2,1
123:8,8,8,7,8,1,6,5,8,2,9,5,2,2,6,5,4,9,4,6,8,3,8,4,4,2,5,3,5,2
124:8,4,7,3,7,1,5,6,5,9,2,4,2,3,7,8,6,4,2,5,6,7,4,1,3,4,5,5,8,9
125:2,1,6,8,8,5,8,6,8,2,1,3,4,1,8,7,7,3,6,7,9,7,9,8,8,9,7,5,3,3
126:7,7,6,8,5,9,4,5,6,8,5,2,9,9,5,1,5,8,3,9,7,4,8,3,5,5,4,7,9,1
127:2,8,8,7,6,5,4,5,1,8,4,6,8,3,8,9,1,8,3,6,3,5,7,7,2,8,9,7,7,3
128:7,2,8,2,7,3,7,8,6,5,9,5,3,5,8,1,7,4,8,4,1,7,7,8,8,4,9,1,1,7
129:5,1,6,5,2,6,4,8,8,9,8,5,1,9,3,2,5,5,3,7,2,1,2,9,8,8,9,5,3,4
130:5,2,5,4,8,7,4,6,5,4,1,1,4,9,1,7,8,3,3,7,1,7,1,6,2,9,3,7,1,1
131:5,3,2,7,3,5,9,4,3,7,8,3,3,2,3,2,4,7,2,6,5,1,3,7,8,8,1,5,3,7
132:7,1,4,8,6,4,2,6,5,7,2,7,8,1,6,8,6,7,3,1,5,4,2,7,3,4,2,7,8,4
133:2,2,5,3,9,2,5,8,5,7,7,6,1,8,8,8,9,7,5,2,7,5,5,7,2,5,2,2,5,4
134:7,7,1,6,8,3,9,8,6,7,5,2,5,3,6,8,4,9,5,1,2,1,9,5,3,7,9,6,8,9
135:2,6,8,6,5,9,3,1,9,2,7,7,7,4,3,9,7,2,4,4,4,9,8,8,1,3,7,7,3,8
136:8,7,1,5,8,6,1,8,8,9,1,9,3,9,3,8,7,7,7,4,7,6,4,8,9,5,3,8,8,5
137:6,8,6,6,8,8,5,7,2,8,2,9,7,6,7,8,2,3,9,3,5,1,4,4,8,3,2,8,3,8
138:8,1,2,4,9,4,3,8,6,6,3,9,9,7,3,1,1,5,3,5,8,8,8,3,7,5,5,6,6,9
139:8,8,4,9,4,1,1,3,8,5,1,9,6,7,2,2,3,6,9,5,1,8,3,3,9,1,6,3,4,5
140:5,9,2,9,8,8,5,5,2,4,7,3,4,7,5,8,2,8,5,2,2,6,5,7,3,5,6,4,5,4
141:4,3,8,3,6,8,9,4,5,5,9,4,8,8,4,8,5,6,7,4,9,8,9,7,3,3,3,8,1,5
142:5,6,9,5,3,9,3,5,3,3,2,5,6,7,3,7,6,8,9,2,2,7,6,3,2,1,4,2,8,7
143:3,6,1,1,9,4,4,2,8,9,5,9,6,9,1,1,2,6,7,6,5,5,9,9,1,6,1,5,2,2
144:4,5,8,9,7,4,7,5,8,1,9,3,9,9,1,8,2,4,9,2,2,9,5,4,9,3,5,8,6,3
145:1,1,9,2,2,6,7,9,1,4,2,8,7,4,2,2,2,6,5,7,9,2,6,2,4,5,7,3,8,8
146:9,6,3,6,8,8,9,3,8,9,9,6,8,1,9,6,6,1,4,5,8,3,8,7,1,6,8,6,2,7
147:3,5,5,3,7,1,6,4,5,3,7,2,8,4,6,8,3,2,5,8,2,4,4,8,5,7,2,6,9,3
148:5,4,1,7,1,6,3,6,1,7,4,5,8,2,6,4,7,5,9,4,6,9,1,9,2,7,1,5,7,7
149:8,1,8,4,9,2,9,1,2,8,7,1,9,1,9,9,1,5,4,2,6,6,1,9,9,2,5,6,6,4
150:7,7,8,5,3,5,3,2,2,9,5,8,2,5,7,5,1,3,2,2,4,2,6,8,2,4,2,9,3,7
151:5,2,1,6,3,5,7,8,9,6,2,2,3,6,9,4,7,7,2,2,9,4,2,5,3,1,1,9,4,1
152:6,3,6,7,2,9,4,6,9,8,1,7,6,6,3,3,3,4,7,8,2,5,1,9,6,2,1,3,5,2
153:7,3,7,3,6,3,3,9,7,1,6,6,4,5,4,8,2,3,7,5,3,2,4,4,1,6,9,3,2,2
154:8,9,9,7,3,7,9,6,9,6,9,3,5,8,4,1,2,2,2,6,4,7,8,8,9,1,7,1,1,1
155:8,9,1,9,6,8,9,5,5,2,5,1,1,9,5,3,8,1,9,3,5,7,8,4,5,2,1,8,6,4
156:9,8,4,7,8,2,5,4,1,6,5,4,8,6,7,7,1,6,3,2,3,5,7,7,1,4,4,2,8,9
157:7,3,9,1,4,5,1,5,3,2,1,9,7,9,8,7,6,2,4,4,1,5,8,3,6,1,4,6,9,7
158:9,6,2,4,6,2,6,9,4,5,7,8,4,6,6,9,5,4,4,9,3,7,8,6,8,9,3,1,5,7
159:8,4,1,6,1,9,9,2,2,5,9,7,5,3,4,3,5,5,4,2,9,4,5,2,9,5,7,3,3,5
160:4,5,6,9,1,9,8,3,4,5,1,7,6,7,3,3,9,5,5,5,7,2,5,9,6,3,9,8,3,2
161:4,6,7,7,8,6,6,2,5,4,8,8,4,1,4,1,2,7,5,9,4,1,8,4,9,2,8,6,7,9
162:3,3,7,8,8,8,7,5,4,4,2,4,3,4,1,6,3,1,7,7,8,1,1,4,8,5,1,7,6,5
163:1,8,4,5,6,2,1,6,5,8,4,2,4,7,1,5,1,3,3,6,5,7,5,8,9,9,3,1,3,6
164:3,8,6,6,5,9,7,4,5,4,3,7,5,7,9,7,5,5,4,6,9,7,1,5,5,6,7,3,7,4
165:7,3,9,1,4,5,1,5,3,2,1,9,7,9,8,7,6,2,4,4,1,5,8,3,6,1,4,6,9,3
166:1,8,6,8,7,9,1,1,7,3,9,4,7,5,2,1,5,6,8,6,9,6,1,8,5,5,8,5,7,8
167:1,7,3,2,1,2,3,8,9,7,8,4,2,5,7,7,6,7,5,8,2,5,5,1,4,2,3,9,1,8
168:5,6,3,9,3,2,4,1,7,9,9,7,4,8,8,4,2,2,3,7,8,1,3,9,5,8,9,2,3,4
169:1,4,7,6,6,4,4,7,5,5,6,6,3,4,7,2,6,8,4,2,3,1,1,3,2,3,1,3,8,3
170:9,3,1,4,7,6,6,8,1,8,6,2,9,1,2,3,6,4,5,2,7,2,1,2,6,8,7,3,8,9
171:7,5,6,5,4,6,8,5,3,7,5,5,5,7,7,1,2,2,3,8,2,8,8,3,2,5,6,2,3,5
172:1,1,9,2,2,6,7,9,1,4,2,8,7,4,2,2,4,6,5,7,9,2,6,2,4,5,7,3,8,8
173:7,5,4,6,6,2,1,2,4,4,4,2,4,8,1,5,5,8,4,9,6,9,4,3,9,4,5,4,1,2
174:9,6,5,8,8,7,9,7,1,6,5,8,5,1,5,3,9,7,8,4,6,4,8,9,8,3,5,6,5,3
175:4,5,8,9,7,4,7,5,8,1,9,3,9,9,1,8,2,4,9,2,2,9,5,4,9,3,5,8,6,9
176:1,7,3,2,1,2,3,8,9,7,8,4,2,5,7,7,6,7,5,8,2,5,5,1,4,2,3,9,1,4
177:1,8,6,8,7,9,1,1,7,3,9,4,7,5,2,1,5,6,8,6,9,6,1,8,5,5,8,5,7,5
178:9,1,2,3,8,5,7,8,2,4,4,1,1,2,9,9,8,5,3,5,5,4,5,2,3,5,5,5,3,1
179:9,7,1,4,8,2,4,2,3,4,1,6,8,8,6,7,1,4,1,2,3,3,5,4,5,4,8,5,6,7
180:3,9,6,7,7,5,1,5,1,7,9,8,2,2,9,9,5,4,2,8,6,7,1,6,4,7,3,8,7,3
181:4,5,8,9,7,4,7,5,8,1,9,3,9,9,1,8,2,8,9,2,2,9,5,4,9,3,5,8,6,9
182:8,6,4,6,1,6,3,3,3,6,5,4,9,6,1,9,9,9,6,9,8,5,9,9,6,7,3,3,2,7
183:3,8,9,1,6,8,5,9,6,4,3,6,3,3,9,4,2,8,9,9,7,8,6,2,3,7,4,7,4,9
184:1,1,7,8,5,2,9,8,6,8,6,8,5,6,3,4,7,2,3,6,4,5,3,8,2,9,2,8,8,9
185:3,7,6,9,4,3,8,9,4,7,9,3,6,3,4,7,4,2,1,9,6,9,1,7,6,6,9,2,3,6
186:5,2,2,9,9,4,2,7,1,3,5,2,6,2,3,5,1,9,2,8,3,5,1,6,8,8,4,1,5,6
187:9,1,2,3,8,7,7,8,2,4,4,1,1,2,9,9,8,5,3,5,5,4,5,2,3,5,5,5,3,1
188:5,3,1,4,3,2,4,4,5,9,5,1,2,6,9,1,1,1,4,6,5,6,6,8,4,8,2,3,2,8
189:6,8,4,5,3,7,8,1,4,3,1,2,4,7,2,3,9,9,2,9,6,3,9,8,5,7,8,4,6,4
190:2,8,7,6,7,2,6,9,5,7,2,6,3,8,9,7,7,8,4,1,2,1,7,7,5,7,7,7,1,5
191:1,5,4,3,2,6,8,3,6,3,8,8,3,5,1,2,2,5,3,6,2,6,7,6,8,3,3,4,5,7
192:8,3,3,2,7,5,2,4,3,4,1,2,4,2,7,6,1,3,9,3,4,1,4,3,4,4,3,3,1,2
193:5,7,9,3,8,4,6,1,5,9,3,8,7,9,5,9,3,2,2,7,3,6,1,8,6,3,8,3,7,4
194:3,2,9,7,1,7,6,8,4,5,7,9,2,9,4,1,4,3,1,9,9,7,5,4,4,1,8,4,1,4
195:1,8,6,8,7,9,1,1,7,3,9,4,7,5,2,1,5,6,8,6,9,6,1,8,5,5,8,5,7,8
196:8,4,7,3,7,1,5,6,5,9,9,4,2,3,7,8,6,4,2,5,6,7,4,1,3,4,5,5,8,9
197:1,9,5,1,7,5,2,4,6,1,6,8,8,2,3,2,9,7,3,4,7,5,3,1,9,4,4,7,1,4
198:7,3,7,3,6,3,3,9,7,1,6,6,4,5,4,8,2,3,7,5,1,2,4,4,1,6,9,3,2,3
199:4,5,8,3,6,1,7,8,2,6,6,7,7,7,2,1,6,9,2,6,4,7,3,8,6,6,8,6,1,6
200:2,4,4,7,1,7,5,5,9,6,7,4,2,1,1,8,5,5,8,6,2,6,6,7,2,4,8,2,5,4
201:6,8,2,1,6,7,9,8,1,5,4,4,8,8,1,2,9,7,8,7,2,3,7,7,3,6,9,2,3,9
202:7,1,9,3,4,6,3,8,6,8,5,8,3,2,6,9,3,4,7,7,1,1,7,2,6,4,9,2,4,4
203:2,9,5,9,8,4,5,4,2,9,3,8,1,2,1,4,6,8,6,3,7,7,7,3,6,3,8,1,8,5
204:8,8,7,6,7,4,9,8,8,3,3,8,3,4,2,6,4,9,3,7,9,4,7,3,9,2,9,5,9,3
205:6,8,7,6,4,5,2,2,8,3,2,5,1,1,8,2,3,3,7,7,8,2,8,5,7,7,8,6,3,2
206:3,5,7,7,8,4,7,7,5,9,7,7,1,2,6,2,4,1,8,4,9,9,3,2,4,1,5,5,3,1
207:8,7,9,7,4,7,9,1,6,1,2,2,9,3,3,7,8,5,7,7,9,5,9,9,2,1,5,5,5,9
208:7,2,1,7,9,2,2,2,5,6,3,8,5,3,1,3,9,2,7,8,2,2,8,3,2,4,7,2,1,3
209:9,3,3,6,9,2,3,4,8,3,7,8,9,1,9,7,3,6,9,9,5,6,4,5,3,3,6,4,4,3
210:3,3,8,9,1,7,1,4,3,6,9,4,4,4,5,5,4,9,6,1,8,4,9,7,7,2,9,3,2,8
211:4,4,3,7,4,3,7,8,4,6,4,9,8,2,1,3,5,9,9,8,4,4,2,6,4,9,2,5,5,9
212:5,4,9,7,1,7,5,2,9,3,8,1,1,1,7,9,5,9,6,9,4,2,6,1,7,4,5,2,1,2
213:5,4,3,1,4,9,8,6,2,1,1,3,6,1,8,4,8,2,8,8,3,4,7,8,1,9,8,5,4,1
214:8,9,1,9,6,8,9,5,5,2,5,1,1,9,5,3,8,2,9,3,5,7,8,4,5,2,1,8,6,4
215:7,3,1,5,2,4,7,4,6,6,3,8,7,9,3,4,8,6,6,7,7,8,2,3,8,9,7,9,2,8
216:4,2,1,7,6,8,9,3,3,6,3,4,6,3,7,2,6,4,3,9,1,8,3,4,8,7,1,2,8,7
217:5,7,5,8,2,6,2,8,7,9,8,8,9,6,9,8,3,9,3,3,4,5,3,1,3,7,9,7,2,3
218:9,1,1,9,4,3,2,2,7,7,5,4,1,1,1,4,5,2,7,1,3,8,4,2,7,3,3,5,1,8
219:9,7,8,3,2,3,5,3,8,3,1,8,7,9,5,3,1,4,1,2,9,3,7,2,1,5,6,6,8,1
220:7,3,7,3,6,3,3,9,7,1,6,6,4,5,4,8,2,3,7,5,3,2,4,4,1,6,9,3,2,3
221:7,7,1,7,9,2,8,2,1,5,2,1,1,5,5,9,6,3,8,8,2,3,3,3,3,3,1,5,4,6
222:9,3,9,3,1,3,8,2,9,3,8,8,9,2,1,6,9,6,2,5,7,4,4,7,8,9,6,4,5,1
223:3,6,4,8,2,3,1,9,8,1,9,6,8,9,9,2,5,5,4,7,4,1,8,1,7,7,6,8,2,7
224:2,3,2,1,1,5,1,5,8,6,8,9,1,6,6,1,2,3,7,6,6,3,5,9,2,3,3,3,9,6
225:1,2,2,5,9,2,3,4,5,5,3,1,5,2,6,3,7,5,9,9,7,8,7,1,8,3,9,2,6,1
